Visit_Hour,Day_Type,Triage_Level,Doctor_Load,Staff_To_Patient_Ratio,Resource_Utilization_Rate,Bed_Occupancy_%,Num_Transfers,Num_Process_Steps,Loop_Count,Rework_Count,Repeated_Tests,Data_Error_Count,System_Downtime_Impact,Discharge_Bottleneck_Index,Wait_Time_Min,TAT_Min,Bed_Delay_Min,Admission_Delay_Min,Total_Delay_Min,Delay_Risk
11,0,2,18,0.45,77,73,1,6,0,0,0,2,0,42,49,71,59,32,211,0
8,1,1,29,0.49,64,77,1,4,1,0,0,1,0,11,51,27,54,21,153,0
14,0,2,44,0.25,85,81,1,5,1,1,2,1,0,13,82,101,72,32,287,1
17,1,1,45,0.48,50,74,0,5,1,0,1,0,0,14,49,61,16,16,142,0
20,0,2,51,0.38,71,77,3,7,0,0,0,0,0,4,81,56,55,33,225,0
12,0,2,45,0.08,76,70,0,5,0,0,2,0,1,41,163,115,56,44,378,1
20,0,2,18,0.36,78,57,1,4,1,0,0,0,0,17,56,60,42,17,175,0
7,0,2,31,0.36,64,85,0,5,0,1,0,0,1,7,58,84,26,23,191,0
13,0,3,10,0.46,59,58,2,5,0,1,0,0,0,7,38,47,30,11,126,0
7,1,2,14,0.22,69,89,2,5,1,0,0,0,0,24,70,36,63,31,200,0
13,1,3,18,0.31,71,70,1,4,2,1,1,1,1,3,53,124,47,29,253,1
6,1,3,46,0.06,99,50,2,7,0,0,0,0,1,50,217,114,37,68,436,1
22,0,2,47,0.2,97,53,1,5,1,0,0,0,0,25,91,71,51,30,243,1
11,1,2,28,0.08,58,59,4,8,1,0,0,0,0,10,168,50,47,54,319,1
10,0,1,17,0.28,81,75,1,6,0,1,1,0,0,5,50,86,59,17,212,0
21,0,3,51,0.42,66,89,1,4,1,0,0,1,0,32,68,55,69,33,225,0
21,0,2,52,0.14,91,52,3,7,1,1,0,0,0,21,134,67,36,39,276,1
10,1,3,41,0.29,68,93,3,7,0,0,0,0,0,28,83,49,91,30,253,1
21,0,2,22,0.14,89,58,4,9,1,0,0,0,0,4,101,58,21,33,213,0
12,1,3,29,0.1,76,81,2,5,1,0,0,0,0,0,130,46,48,37,261,1
17,1,3,45,0.28,86,52,1,5,0,0,1,1,1,21,79,119,41,38,277,1
1,0,2,52,0.09,83,53,2,7,0,2,0,0,0,34,153,67,61,44,325,1
20,0,2,53,0.31,96,55,4,9,0,1,1,0,0,55,98,96,56,21,271,1
14,1,2,46,0.06,98,58,0,3,0,2,0,0,1,30,208,85,46,64,403,1
19,1,2,39,0.1,59,75,1,6,0,0,0,1,0,2,137,49,70,52,308,1
17,1,2,19,0.3,79,51,1,4,1,0,0,1,0,2,50,38,43,22,153,0
14,1,3,40,0.32,70,51,2,6,0,1,0,1,0,6,65,46,36,31,178,0
18,1,2,34,0.06,70,99,2,7,0,2,1,0,0,0,198,78,53,52,381,1
22,1,3,38,0.31,83,70,4,8,0,0,0,1,0,41,90,53,68,45,256,1
23,0,3,33,0.43,58,71,2,5,1,0,0,0,1,57,58,76,82,12,228,0
11,1,2,48,0.38,83,52,1,4,1,1,0,0,0,23,75,53,34,29,191,0
12,1,3,30,0.11,99,84,1,4,0,1,0,0,0,51,118,71,63,43,295,1
21,1,2,50,0.32,61,99,2,7,2,1,0,1,0,36,77,32,82,42,233,1
10,1,3,18,0.35,96,87,1,6,1,3,1,0,0,29,47,92,74,14,227,0
4,0,2,51,0.07,70,82,5,10,1,0,0,1,0,31,214,60,73,69,416,1
0,0,2,51,0.43,69,64,2,6,0,1,0,1,0,31,76,66,50,36,228,0
23,1,2,11,0.46,55,60,2,6,0,1,1,0,0,20,35,54,46,9,144,0
2,1,2,13,0.43,99,59,1,6,2,1,1,0,0,47,35,103,63,10,211,0
21,1,2,17,0.42,94,85,3,7,0,1,0,1,0,15,45,65,62,30,202,0
18,0,2,41,0.39,85,63,1,4,1,0,0,0,1,3,69,96,37,21,223,0
22,0,2,23,0.34,61,51,2,7,1,5,1,0,0,58,58,64,50,16,188,0
6,0,3,58,0.36,90,94,0,3,1,1,1,0,0,16,75,83,60,20,238,1
11,0,2,22,0.41,80,97,0,3,0,0,0,0,0,12,44,59,80,13,196,0
14,0,2,30,0.35,51,93,4,7,1,2,0,0,1,34,72,59,78,19,228,0
4,0,2,33,0.2,65,86,0,4,1,2,2,1,0,39,72,86,73,30,261,1
14,1,3,59,0.22,50,78,0,3,0,3,0,0,0,33,82,28,56,27,193,0
7,0,3,27,0.45,53,84,1,5,0,0,1,0,1,55,49,115,68,8,240,1
9,0,2,54,0.06,96,69,2,5,0,1,0,0,0,10,230,59,43,66,398,1
15,1,1,49,0.36,50,70,3,8,0,1,1,0,0,35,77,48,45,23,193,0
7,0,2,35,0.48,96,83,1,4,0,1,0,0,1,24,44,101,69,21,235,1
0,1,2,41,0.37,84,98,2,5,1,1,0,0,0,39,68,56,95,22,241,1
11,0,3,53,0.5,62,92,4,9,1,0,0,0,0,29,84,49,56,29,218,0
4,1,2,42,0.36,99,82,2,6,2,0,0,0,0,12,66,61,46,20,193,0
2,1,3,40,0.07,94,68,1,6,0,0,1,1,1,23,176,132,54,64,426,1
0,1,2,27,0.42,91,57,1,4,0,2,1,0,1,35,44,113,52,13,222,0
3,1,3,44,0.18,80,80,1,4,1,2,0,1,0,33,95,64,65,38,262,1
7,1,1,21,0.25,69,60,2,6,1,2,0,1,0,7,68,59,43,22,192,0
2,0,3,34,0.19,56,57,2,5,1,1,0,1,1,54,88,65,79,34,266,1
9,0,3,54,0.17,89,74,1,4,0,2,0,0,0,17,102,57,35,32,226,0
1,1,3,40,0.24,82,98,0,4,1,0,0,0,0,6,76,65,82,28,251,1
10,1,1,19,0.22,77,69,2,6,0,0,0,0,0,48,74,46,60,25,205,0
9,1,1,56,0.34,99,87,2,6,0,1,0,0,0,45,83,74,69,20,246,1
20,0,2,43,0.42,93,56,2,6,1,0,2,3,0,21,70,97,44,53,264,1
13,1,1,12,0.18,99,62,2,5,1,0,0,0,0,6,79,76,33,25,213,0
6,1,1,55,0.15,93,88,2,6,0,0,0,0,0,12,116,68,84,37,305,1
1,1,2,48,0.35,69,92,1,5,1,1,1,1,0,1,64,77,57,30,228,0
8,1,2,17,0.35,81,59,1,4,1,0,0,0,0,43,51,59,65,6,181,0
15,0,2,41,0.46,58,57,3,7,1,1,0,0,0,1,79,49,46,16,190,0
12,1,1,52,0.06,83,91,1,4,0,1,0,2,0,28,203,61,71,76,411,1
8,1,1,38,0.43,63,92,2,6,0,0,0,0,1,26,71,86,60,16,233,1
19,0,2,31,0.28,53,69,2,6,1,3,0,0,0,39,70,57,65,23,215,0
3,1,2,29,0.33,78,66,2,7,1,0,0,0,0,17,68,50,41,10,169,0
21,1,1,15,0.09,64,60,5,8,0,0,0,0,1,57,141,84,69,50,344,1
9,0,2,52,0.24,66,65,0,4,0,0,0,0,0,1,80,41,30,33,184,0
21,0,3,58,0.15,68,86,2,7,0,0,1,0,1,58,127,104,78,40,349,1
11,0,3,38,0.16,87,91,4,9,0,0,0,0,1,52,117,98,75,34,324,1
16,1,3,51,0.28,58,81,1,4,1,0,0,0,0,3,80,42,35,18,175,0
13,1,3,26,0.42,76,75,2,7,0,2,0,0,0,48,54,51,58,12,175,0
13,0,2,40,0.38,98,86,1,4,1,2,1,0,0,45,61,95,77,19,252,1
1,0,2,43,0.32,64,58,1,6,0,0,1,1,0,7,64,63,19,30,176,0
20,0,2,47,0.29,86,84,1,4,0,0,0,1,0,35,77,67,69,39,252,1
19,1,2,46,0.24,77,52,0,4,2,1,1,0,1,58,77,122,61,20,280,1
10,1,2,13,0.49,99,80,0,3,1,0,0,0,0,47,28,68,82,5,183,0
15,0,2,11,0.3,53,91,2,7,1,1,0,1,0,8,45,20,47,30,142,0
18,1,2,21,0.16,70,56,0,3,1,0,0,0,0,17,78,53,36,20,187,0
22,0,1,44,0.15,83,51,2,6,0,1,0,0,0,49,112,62,30,31,235,1
5,1,3,15,0.33,68,74,1,5,1,1,1,1,0,21,50,61,60,29,200,0
23,1,1,55,0.29,86,89,0,5,0,1,1,0,0,44,79,70,87,29,265,1
18,1,2,17,0.05,53,61,6,11,1,0,0,0,0,10,235,34,57,69,395,1
4,1,1,30,0.42,86,79,0,5,1,0,0,0,0,26,46,57,78,5,186,0
3,0,2,55,0.37,81,79,2,6,0,0,0,1,0,31,85,57,60,47,249,1
14,1,1,44,0.35,94,78,2,6,1,0,1,0,0,1,70,85,45,16,216,0
3,1,3,57,0.08,97,90,2,7,1,0,1,0,0,1,170,87,65,53,375,1
19,0,2,24,0.21,61,60,1,5,1,0,0,0,0,29,69,19,43,24,155,0
9,1,2,16,0.47,90,72,2,6,0,0,1,0,0,21,41,93,57,11,202,0
23,0,2,24,0.44,65,66,1,6,1,0,0,0,0,21,52,35,54,11,152,0
21,0,2,54,0.18,63,62,2,6,2,2,0,0,0,23,112,39,59,28,238,1
2,1,3,15,0.12,50,82,2,7,1,2,1,1,0,26,114,42,58,48,262,1
4,1,2,56,0.25,81,50,3,7,0,3,0,1,0,10,101,79,47,31,258,1
5,0,3,26,0.21,70,89,1,4,0,0,0,0,0,12,86,52,64,26,228,0
20,0,3,13,0.36,53,62,2,5,0,0,0,0,1,57,58,74,65,16,213,0
21,0,3,31,0.48,58,87,1,5,1,1,0,0,0,26,53,28,60,17,158,0
7,1,2,41,0.21,95,52,2,6,0,0,0,0,0,14,95,71,22,27,215,0
6,0,2,31,0.08,71,65,3,6,2,0,0,0,0,47,169,47,75,54,345,1
20,0,2,36,0.45,61,91,3,8,0,1,0,1,0,47,69,43,84,30,226,0
9,0,2,55,0.07,79,56,0,5,1,2,0,0,0,48,182,65,66,53,366,1
5,1,3,24,0.48,79,52,5,8,0,0,0,1,0,16,64,39,27,21,151,0
13,0,3,53,0.35,81,63,4,9,0,1,1,0,0,38,89,84,36,28,237,1
3,1,3,31,0.47,85,65,0,5,1,3,0,0,0,8,51,48,73,17,189,0
12,1,3,37,0.14,56,53,2,5,1,0,0,0,0,22,113,46,37,33,229,0
19,0,1,51,0.07,66,80,3,6,1,1,2,0,0,3,199,90,39,61,389,1
16,1,1,47,0.27,50,62,1,5,0,1,0,0,0,56,73,11,57,19,160,0
22,0,2,18,0.25,63,76,5,8,0,3,1,0,1,14,76,104,73,12,265,1
6,1,3,43,0.2,96,50,3,6,1,0,0,0,0,42,96,57,46,26,225,0
3,1,3,45,0.48,93,74,1,6,1,2,1,0,0,59,72,96,68,18,254,1
13,0,2,18,0.42,93,86,1,6,1,2,0,0,0,30,42,67,86,13,208,0
2,0,3,24,0.35,87,99,2,6,0,2,2,0,0,5,53,89,66,10,218,0
23,0,3,54,0.12,75,93,4,9,1,2,0,0,0,25,147,47,69,49,312,1
4,1,3,29,0.38,76,60,2,7,0,1,1,0,0,58,60,86,69,20,235,1
15,1,3,17,0.38,94,58,1,6,0,2,1,0,0,0,44,82,34,16,176,0
22,0,2,37,0.24,65,56,2,5,0,2,1,0,1,21,88,97,34,25,244,1
19,0,2,28,0.47,95,63,3,8,0,1,0,0,0,29,64,81,64,20,229,0
3,1,2,25,0.13,56,79,1,4,0,0,0,1,0,57,98,41,72,41,252,1
23,1,2,20,0.17,81,73,2,7,0,0,0,1,1,21,80,95,49,30,254,1
23,1,2,51,0.08,74,52,5,8,0,0,0,0,0,32,183,42,36,57,318,1
1,0,1,17,0.41,80,97,0,5,1,1,1,0,0,55,56,65,97,11,229,0
17,1,3,42,0.33,65,88,2,6,2,1,0,0,0,4,70,57,55,28,210,0
18,0,2,19,0.19,90,76,0,4,0,0,1,0,1,35,67,116,69,17,269,1
18,1,3,27,0.12,63,50,0,4,0,2,0,0,0,45,102,40,66,31,239,1
16,1,2,44,0.07,74,87,0,5,1,2,0,2,0,9,171,56,57,68,352,1
13,0,2,52,0.13,79,75,2,6,0,1,0,0,0,0,135,65,51,34,285,1
18,0,2,59,0.25,56,55,1,4,0,1,0,0,0,52,94,36,69,34,233,1
21,0,1,12,0.16,61,91,3,7,0,1,0,0,0,11,85,34,61,26,206,0
23,1,2,49,0.17,52,61,2,6,1,0,0,2,0,48,98,19,66,37,220,0
12,1,2,36,0.44,76,87,2,6,1,0,0,0,0,2,60,73,52,10,195,0
11,1,1,37,0.28,95,95,2,6,2,1,2,0,0,9,77,114,70,22,283,1
5,0,2,55,0.38,68,84,5,8,1,0,0,0,1,0,90,94,42,30,256,1
20,1,2,15,0.07,92,59,4,8,0,0,1,0,0,57,179,67,71,53,370,1
3,0,3,56,0.21,86,58,4,9,1,2,1,1,0,18,118,75,39,47,279,1
18,0,1,23,0.27,94,72,1,5,1,1,0,0,0,17,62,68,61,12,203,0
15,0,2,16,0.13,91,79,0,5,0,4,1,1,0,44,84,79,60,44,267,1
12,1,3,19,0.1,56,71,2,7,2,0,1,0,0,51,122,50,79,35,286,1
3,1,2,24,0.44,98,96,7,11,1,2,0,1,0,30,79,56,48,35,218,0
22,0,3,40,0.47,65,58,1,5,1,2,0,0,0,54,64,45,67,13,189,0
16,1,3,38,0.09,81,68,1,6,0,1,1,0,0,48,144,73,49,42,308,1
22,0,3,51,0.21,57,57,2,5,1,0,0,0,0,54,97,35,63,36,231,1
0,0,1,26,0.48,98,53,1,4,1,1,1,0,1,21,43,123,31,15,212,0
17,1,3,38,0.09,62,54,1,5,0,2,0,1,0,3,144,47,34,47,272,1
19,0,3,58,0.34,60,68,0,3,0,2,0,0,0,40,82,27,68,29,206,0
16,0,2,53,0.49,69,95,1,4,0,1,0,0,0,54,67,57,72,15,211,0
14,1,2,24,0.49,67,67,0,4,0,0,0,1,0,9,34,35,41,7,117,0
10,0,2,35,0.26,86,78,2,7,1,0,1,0,0,9,69,85,18,20,192,0
21,0,3,21,0.12,55,68,6,11,0,3,0,0,0,14,128,14,62,28,232,1
12,0,2,34,0.14,69,55,1,4,2,2,0,0,0,4,111,49,59,34,253,1
0,0,3,50,0.45,81,54,7,12,1,0,0,1,0,49,92,53,69,26,240,1
16,0,1,14,0.46,95,92,1,5,0,0,0,0,0,42,40,76,74,8,198,0
5,0,3,13,0.32,93,54,2,5,0,0,1,0,0,44,55,80,67,23,225,0
3,0,2,53,0.39,78,57,1,6,0,2,0,0,0,16,66,59,44,24,193,0
19,1,2,57,0.38,53,76,4,7,0,0,1,0,0,17,87,57,67,29,240,1
15,1,2,50,0.35,56,86,3,8,0,1,0,0,1,56,80,71,78,27,256,1
14,0,1,40,0.42,92,92,2,5,0,3,0,1,1,47,68,97,85,36,286,1
14,0,1,12,0.36,69,94,1,6,2,0,2,1,0,49,32,86,75,11,204,0
5,1,2,12,0.29,83,87,3,8,2,0,0,1,1,4,65,109,35,40,249,1
14,1,2,35,0.16,85,86,3,7,1,0,0,1,0,7,100,64,74,40,278,1
13,1,3,59,0.38,56,67,2,6,1,1,0,1,0,55,80,32,84,28,224,0
10,1,3,26,0.26,82,75,2,6,1,1,0,0,0,45,58,57,73,14,202,0
6,1,2,19,0.18,64,91,3,6,1,0,0,1,1,26,82,71,62,30,245,1
8,0,1,11,0.41,81,65,4,7,0,0,0,0,0,24,61,49,48,25,183,0
15,1,2,33,0.36,71,71,3,6,1,2,1,0,0,51,64,69,70,23,226,0
4,1,3,20,0.47,89,95,3,8,2,2,1,0,0,25,59,70,92,22,243,1
19,1,2,33,0.12,78,72,4,9,0,2,0,0,0,44,121,50,64,42,277,1
9,0,1,44,0.34,74,96,3,8,0,1,0,1,0,22,74,66,62,37,239,1
17,0,2,32,0.16,54,52,2,5,0,1,1,1,0,40,98,49,39,39,225,0
2,0,3,41,0.46,63,52,2,6,0,1,0,0,0,22,65,55,26,23,169,0
12,0,2,32,0.09,99,61,3,6,0,2,0,0,1,28,153,100,41,51,345,1
10,0,3,43,0.35,84,72,2,5,0,1,0,0,0,32,65,39,72,23,199,0
16,0,2,50,0.41,51,96,1,5,2,0,0,1,0,58,76,41,69,32,218,0
21,1,1,28,0.21,74,60,2,6,1,1,0,0,1,53,79,73,66,25,243,1
12,0,2,11,0.48,65,91,1,4,2,1,1,0,0,17,39,66,63,14,182,0
5,0,2,11,0.43,95,96,0,5,0,1,0,0,0,6,28,58,58,1,145,0
16,1,1,24,0.18,65,99,1,6,0,1,1,1,0,31,81,79,65,29,254,1
12,0,1,30,0.05,60,95,1,5,0,1,0,0,0,40,227,51,82,67,427,1
18,1,1,44,0.18,98,78,2,5,2,2,1,0,0,6,105,94,51,40,290,1
20,1,1,14,0.18,84,55,5,10,0,0,0,0,0,59,94,59,69,25,247,1
18,0,2,52,0.45,72,95,1,6,1,0,1,0,0,7,70,74,64,32,240,1
9,1,3,36,0.49,54,65,2,6,0,3,1,0,0,49,59,69,52,11,191,0
2,1,2,33,0.08,84,83,1,4,0,0,0,1,0,57,147,46,75,54,322,1
13,1,2,16,0.26,78,86,4,8,0,5,0,1,0,20,78,42,63,42,225,0
18,1,2,15,0.3,96,60,0,3,1,0,0,0,0,41,56,68,40,18,182,0
4,0,2,55,0.09,54,60,1,4,0,0,1,0,0,16,161,58,53,45,317,1
4,1,1,42,0.22,52,74,3,6,0,1,1,0,1,50,90,112,83,30,315,1
19,0,2,58,0.19,55,68,1,4,0,2,0,1,0,32,102,45,59,36,242,1
16,1,2,26,0.29,72,81,1,4,1,0,0,1,0,29,66,41,59,31,197,0
20,1,1,55,0.35,95,99,2,5,0,1,0,0,0,1,80,64,45,14,203,0
9,1,3,51,0.37,51,57,0,5,2,1,0,1,0,59,75,37,58,31,201,0
4,0,2,39,0.11,67,61,1,6,0,0,0,0,0,45,129,28,65,37,259,1
3,0,2,17,0.42,79,90,3,8,0,3,0,0,0,35,47,51,80,14,192,0
5,0,1,49,0.36,87,84,3,8,1,5,0,0,1,21,87,93,67,30,277,1
3,1,2,55,0.45,54,55,3,6,0,2,1,2,0,31,85,50,11,47,193,0
6,1,3,16,0.25,95,70,1,6,1,1,0,0,0,48,54,53,55,14,176,0
6,1,2,15,0.45,98,75,3,6,2,3,0,0,0,24,50,66,63,17,196,0
17,1,2,13,0.44,60,50,0,4,1,0,0,0,0,48,26,61,40,17,144,0
2,0,2,10,0.25,50,66,3,7,0,1,2,0,0,7,63,60,36,11,170,0
0,1,1,24,0.22,59,84,3,8,0,2,1,0,0,32,82,53,58,21,214,0
23,0,2,40,0.47,90,76,1,4,2,1,0,0,1,28,55,114,43,24,236,1
3,1,2,34,0.37,93,99,1,6,0,0,1,0,0,16,63,97,74,13,247,1
5,0,1,56,0.47,75,99,4,7,1,1,1,1,0,39,85,55,85,28,253,1
8,0,1,42,0.41,82,51,0,5,2,0,1,1,0,44,55,73,52,20,200,0
21,1,2,44,0.32,76,85,4,8,1,0,1,0,0,1,95,77,66,25,263,1
13,1,2,14,0.1,99,50,1,5,0,1,0,1,0,48,121,72,59,46,298,1
11,0,1,14,0.18,61,59,3,8,1,1,0,1,1,38,69,79,55,23,226,0
19,1,3,45,0.49,51,80,1,6,0,0,1,0,0,47,67,66,72,24,229,0
23,1,2,26,0.19,50,86,2,5,0,0,2,0,0,48,83,81,84,31,279,1
3,0,2,23,0.09,50,54,1,5,0,2,0,0,0,30,136,30,52,40,258,1
20,0,2,38,0.37,82,90,1,6,0,1,0,0,0,3,60,43,49,14,166,0
23,0,2,17,0.38,71,95,2,5,1,0,0,1,0,41,45,61,81,28,215,0
11,0,2,43,0.18,61,62,2,6,1,1,0,0,0,25,107,69,60,31,267,1
9,1,3,49,0.18,88,94,1,4,1,1,0,0,0,8,98,56,75,26,255,1
21,0,3,10,0.26,85,73,1,5,1,0,0,0,0,30,49,75,82,13,219,0
6,0,1,38,0.06,70,76,4,8,0,1,2,0,0,9,209,91,63,57,420,1
2,0,2,45,0.41,69,50,1,4,1,1,1,0,0,50,68,70,43,17,198,0
22,1,2,46,0.19,85,98,2,5,0,4,1,0,1,5,94,139,65,32,330,1
13,0,2,38,0.43,75,69,2,6,1,0,0,1,0,43,58,68,73,31,230,0
23,1,3,14,0.41,96,57,0,4,1,0,1,1,0,25,40,76,30,24,170,0
9,0,2,41,0.35,80,52,2,5,0,0,0,0,0,10,57,58,38,22,175,0
15,0,1,33,0.2,50,98,0,5,1,1,0,0,0,14,70,43,61,24,198,0
15,1,2,28,0.28,87,81,1,4,0,3,1,1,0,56,66,75,70,35,246,1
21,0,1,21,0.25,63,93,2,7,1,2,0,0,0,19,72,52,69,20,213,0
9,0,3,10,0.2,75,74,3,6,1,2,0,0,0,13,66,39,41,26,172,0
12,1,2,16,0.43,95,74,0,5,1,2,1,0,0,43,43,84,58,18,203,0
5,0,2,26,0.27,91,99,1,6,0,0,2,0,1,59,66,159,83,24,332,1
11,0,2,43,0.42,56,63,2,6,1,1,1,0,0,50,64,64,50,18,196,0
8,0,3,52,0.1,61,92,0,3,1,2,0,1,0,20,145,50,59,48,302,1
12,0,3,16,0.11,73,76,3,6,0,0,0,0,0,43,119,52,81,33,285,1
3,1,2,26,0.49,68,97,1,4,0,2,0,0,1,26,44,85,60,8,197,0
23,0,2,12,0.31,58,81,3,8,0,0,0,0,0,29,59,51,64,9,183,0
10,1,2,38,0.28,84,76,4,9,0,3,2,2,0,6,82,117,47,43,289,1
19,0,1,31,0.29,53,53,3,7,0,1,1,0,0,36,78,66,67,24,235,1
17,1,1,47,0.15,94,99,1,6,0,2,1,1,0,14,106,82,74,42,304,1
10,0,1,52,0.37,91,88,3,6,1,0,0,0,0,15,86,81,59,36,262,1
20,1,1,38,0.09,81,60,1,6,1,2,1,0,0,58,143,84,80,38,345,1
3,0,2,59,0.31,95,97,1,6,1,1,1,1,0,42,83,76,72,26,257,1
17,1,3,59,0.31,55,97,1,5,1,2,0,1,0,58,79,39,102,37,257,1
0,1,2,51,0.46,77,52,3,8,0,2,0,1,0,19,71,55,54,39,219,0
6,0,1,14,0.29,77,74,0,3,1,0,1,0,0,48,51,78,70,18,217,0
5,1,2,39,0.11,89,73,2,5,1,0,0,1,0,37,136,49,56,52,293,1
14,0,2,32,0.31,78,58,0,3,1,2,1,0,0,19,65,70,57,21,213,0
17,0,1,30,0.09,91,57,3,6,0,1,0,0,1,21,152,105,52,39,348,1
23,0,3,35,0.14,54,88,5,9,0,1,0,0,1,5,135,70,62,46,313,1
10,0,2,56,0.06,54,80,2,6,0,1,2,0,1,43,217,114,73,67,471,1
19,0,3,30,0.28,86,66,1,4,0,2,2,0,0,51,66,116,61,14,257,1
23,1,2,29,0.09,90,92,3,6,0,1,1,0,0,39,138,77,80,35,330,1
14,0,2,32,0.26,77,80,2,7,1,3,1,2,0,19,75,79,48,44,246,1
15,0,1,13,0.47,90,53,2,7,1,0,2,0,0,4,36,110,26,6,178,0
6,0,2,30,0.37,96,53,2,7,0,1,1,0,0,52,60,80,72,17,229,0
20,0,2,30,0.08,58,86,3,8,1,3,0,1,1,10,156,76,82,58,372,1
9,0,3,10,0.15,78,57,4,9,1,2,1,0,0,1,90,78,32,22,222,0
11,0,3,24,0.35,63,91,1,4,0,2,0,0,0,29,62,49,80,21,212,0
23,1,3,26,0.45,87,98,1,6,1,0,0,0,0,7,51,52,65,15,183,0
13,1,3,23,0.06,89,55,3,8,0,2,1,0,0,39,194,91,51,59,395,1
4,0,3,28,0.42,83,58,0,5,0,0,1,0,0,57,46,87,60,10,203,0
20,1,2,59,0.3,86,91,3,7,0,1,1,0,0,7,101,81,72,28,282,1
17,0,2,43,0.3,98,57,1,5,1,0,0,0,0,16,62,63,39,28,192,0
4,0,2,15,0.48,91,81,0,4,0,1,0,1,0,38,38,71,62,28,199,0
2,0,2,54,0.39,63,64,1,4,0,0,0,1,0,34,73,42,66,24,205,0
22,0,3,58,0.43,67,67,0,4,0,2,0,0,0,29,83,51,70,28,232,1
4,0,2,15,0.21,82,72,0,5,1,0,0,1,1,0,55,113,51,22,241,1
23,1,1,14,0.3,83,54,2,7,1,0,1,0,0,4,58,83,17,16,174,0
16,1,3,16,0.33,77,99,2,7,0,0,0,0,0,15,43,47,65,6,161,0
18,1,2,42,0.19,85,76,1,4,0,0,0,1,0,35,90,45,77,35,247,1
18,1,1,22,0.31,94,82,0,4,1,2,1,0,0,14,48,88,58,12,206,0
20,0,3,10,0.16,97,51,4,8,1,0,2,0,0,54,86,110,42,20,258,1
11,1,3,22,0.11,86,91,1,6,1,2,0,0,0,48,113,49,85,29,276,1
8,0,1,52,0.22,72,87,3,8,1,1,0,1,0,16,105,35,57,39,236,1
0,1,3,36,0.38,91,77,1,5,1,1,0,0,0,12,68,63,41,23,195,0
17,1,3,16,0.46,66,73,0,4,0,1,1,0,0,23,36,59,41,8,144,0
20,1,3,12,0.26,60,70,0,5,1,2,1,1,1,42,47,117,64,26,254,1
3,1,3,34,0.34,81,80,1,5,1,0,0,0,0,47,62,50,78,9,199,0
9,0,2,42,0.1,86,60,2,6,0,1,1,0,0,3,146,71,27,40,284,1
6,1,2,49,0.46,64,99,1,4,0,2,0,0,0,46,66,44,61,17,188,0
21,1,1,26,0.31,53,77,2,7,1,0,0,0,0,43,70,31,78,21,200,0
22,0,1,54,0.4,88,97,2,6,1,0,1,0,0,58,76,72,100,24,272,1
0,0,2,23,0.41,79,89,2,5,1,1,1,0,0,45,45,81,67,9,202,0
16,1,2,46,0.17,59,53,1,4,0,0,1,0,0,12,99,68,34,33,234,1
23,0,1,32,0.29,72,92,3,6,0,1,1,0,0,8,75,77,77,25,254,1
1,0,2,33,0.48,73,91,1,4,0,0,1,0,1,25,53,118,58,18,247,1
10,0,1,38,0.09,85,65,2,5,2,0,0,0,0,46,156,77,67,43,343,1
8,1,3,47,0.36,54,61,0,3,2,0,0,1,0,15,72,24,40,25,161,0
6,0,2,36,0.48,86,71,5,8,0,1,1,1,0,41,68,76,52,34,230,0
21,1,2,47,0.19,92,84,3,8,0,0,0,0,0,36,104,59,62,32,257,1
16,1,2,49,0.44,68,92,6,11,0,0,0,0,0,42,100,49,61,30,240,1
16,1,1,54,0.47,86,65,1,6,0,0,0,0,1,5,62,79,36,16,193,0
1,1,3,59,0.39,57,73,1,4,0,0,2,1,0,10,74,82,40,31,227,0
5,0,2,32,0.15,56,84,1,5,0,0,0,0,0,1,98,37,49,24,208,0
13,1,2,40,0.2,89,77,0,3,1,0,0,1,0,29,71,69,76,38,254,1
5,0,1,45,0.07,62,91,4,9,1,0,1,0,0,58,191,85,79,58,413,1
1,1,2,26,0.42,86,78,0,5,0,1,0,0,0,18,47,60,50,15,172,0
0,0,1,46,0.43,76,70,2,5,1,1,0,1,0,22,73,50,42,17,182,0
9,1,2,12,0.33,67,97,4,9,1,2,1,0,0,46,62,66,93,14,235,1
20,0,2,45,0.21,73,74,3,7,0,0,0,0,0,11,100,51,49,30,230,0
4,1,3,14,0.08,90,88,2,6,1,0,1,0,0,38,141,83,88,41,353,1
1,1,2,55,0.39,51,80,1,5,0,1,0,0,0,5,74,35,45,19,173,0
21,0,1,24,0.38,65,64,2,5,0,0,0,0,0,42,60,50,63,17,190,0
15,1,1,58,0.46,63,96,2,7,0,3,1,1,0,35,70,73,61,27,231,1
1,1,2,15,0.38,66,91,1,6,2,0,0,0,0,59,48,45,87,13,193,0
9,1,1,19,0.42,55,84,2,6,1,1,0,0,0,45,41,38,86,9,174,0
1,0,1,41,0.39,84,87,2,7,0,0,1,0,1,41,72,126,75,26,299,1
15,1,3,32,0.33,66,99,0,3,1,1,0,0,0,14,52,54,61,12,179,0
15,1,1,57,0.24,94,71,0,4,0,0,0,0,1,35,84,115,41,24,264,1
18,0,3,26,0.46,87,54,5,8,2,1,2,0,0,12,61,120,43,16,240,1
6,0,1,55,0.34,89,97,1,4,1,1,0,0,0,7,94,86,74,28,282,1
21,0,3,29,0.23,55,62,7,12,1,1,0,1,0,24,103,64,49,53,269,1
11,0,2,53,0.09,97,81,1,4,1,2,0,0,0,23,165,67,52,59,343,1
